;timestamp;sensor_r;sensor_l
588;2018-10-18 03:00:00;0;0
589;2018-10-18 03:15:00;0;0
590;2018-10-18 03:30:00;0;0
591;2018-10-18 03:45:00;0;0
592;2018-10-18 04:00:00;0;0
593;2018-10-18 04:15:00;0;0
594;2018-10-18 04:30:00;0;0
595;2018-10-18 04:45:00;0;0
596;2018-10-18 05:00:00;0;0
597;2018-10-18 05:15:00;0;0
598;2018-10-18 05:30:00;0;0
599;2018-10-18 05:45:00;0;0
600;2018-10-18 06:00:00;0;0
601;2018-10-18 06:15:00;0;0
602;2018-10-18 06:30:00;0;0
603;2018-10-18 06:45:00;0;0
604;2018-10-18 07:00:00;0;0
605;2018-10-18 07:15:00;0;0
606;2018-10-18 07:30:00;0;0
607;2018-10-18 07:45:00;0;0
608;2018-10-18 08:00:00;0;0
609;2018-10-18 08:15:00;0;0
610;2018-10-18 08:30:00;0;0
611;2018-10-18 08:45:00;0;0
612;2018-10-18 09:00:00;0;0
613;2018-10-18 09:15:00;0;0
614;2018-10-18 09:30:00;0;0
615;2018-10-18 09:45:00;0;0
616;2018-10-18 10:00:00;0;0
617;2018-10-18 10:15:00;0;0
618;2018-10-18 10:30:00;0;0
619;2018-10-18 10:45:00;0;0
620;2018-10-18 11:00:00;0;0
621;2018-10-18 11:15:00;0;0
622;2018-10-18 11:30:00;0;0
623;2018-10-18 11:45:00;0;0
624;2018-10-18 12:00:00;0;0
625;2018-10-18 12:15:00;0;2
626;2018-10-18 12:30:00;0;7
627;2018-10-18 12:45:00;0;10
628;2018-10-18 13:00:00;0;15
629;2018-10-18 13:15:00;0;15
630;2018-10-18 13:30:00;0;15
631;2018-10-18 13:45:00;0;12
632;2018-10-18 14:00:00;0;2
633;2018-10-18 14:15:00;0;0
634;2018-10-18 14:30:00;0;2
635;2018-10-18 14:45:00;0;0
636;2018-10-18 15:00:00;0;0
637;2018-10-18 15:15:00;0;0
638;2018-10-18 15:30:00;0;0
639;2018-10-18 15:45:00;0;0
640;2018-10-18 16:00:00;0;0
641;2018-10-18 16:15:00;0;0
642;2018-10-18 16:30:00;0;0
643;2018-10-18 16:45:00;0;0
644;2018-10-18 17:00:00;0;0
645;2018-10-18 17:15:00;0;0
646;2018-10-18 17:30:00;0;0
647;2018-10-18 17:45:00;0;0
648;2018-10-18 18:00:00;0;0
649;2018-10-18 18:15:00;0;0
650;2018-10-18 18:30:00;0;0
651;2018-10-18 18:45:00;0;0
652;2018-10-18 19:00:00;0;0
653;2018-10-18 19:15:00;0;0
654;2018-10-18 19:30:00;0;0
655;2018-10-18 19:45:00;0;0
656;2018-10-18 20:00:00;0;0
657;2018-10-18 20:15:00;0;0
658;2018-10-18 20:30:00;0;0
659;2018-10-18 20:45:00;0;0
660;2018-10-18 21:00:00;0;0
661;2018-10-18 21:15:00;0;0
662;2018-10-18 21:30:00;0;0
663;2018-10-18 21:45:00;0;0
664;2018-10-18 22:00:00;0;0
665;2018-10-18 22:15:00;0;0
666;2018-10-18 22:30:00;0;0
667;2018-10-18 22:45:00;0;0
668;2018-10-18 23:00:00;0;0
669;2018-10-18 23:15:00;0;0
670;2018-10-18 23:30:00;0;0
671;2018-10-18 23:45:00;0;0
672;2018-10-19 00:00:00;0;0
673;2018-10-19 00:15:00;0;0
674;2018-10-19 00:30:00;0;0
675;2018-10-19 00:45:00;0;0
676;2018-10-19 01:00:00;0;0
677;2018-10-19 01:15:00;0;0
678;2018-10-19 01:30:00;0;0
679;2018-10-19 01:45:00;0;0
680;2018-10-19 02:00:00;0;0
681;2018-10-19 02:15:00;0;0
682;2018-10-19 02:30:00;0;0
683;2018-10-19 02:45:00;0;0
684;2018-10-19 03:00:00;0;0
685;2018-10-19 03:15:00;0;0
686;2018-10-19 03:30:00;0;0
687;2018-10-19 03:45:00;0;0
688;2018-10-19 04:00:00;0;0
689;2018-10-19 04:15:00;0;0
690;2018-10-19 04:30:00;0;0
691;2018-10-19 04:45:00;0;0
692;2018-10-19 05:00:00;0;0
693;2018-10-19 05:15:00;0;0
694;2018-10-19 05:30:00;0;0
695;2018-10-19 05:45:00;0;0
696;2018-10-19 06:00:00;0;0
697;2018-10-19 06:15:00;0;11
698;2018-10-19 06:30:00;0;15
699;2018-10-19 06:45:00;1;13
700;2018-10-19 07:00:00;15;9
701;2018-10-19 07:15:00;15;0
702;2018-10-19 07:30:00;3;0
703;2018-10-19 07:45:00;0;0
704;2018-10-19 08:00:00;0;4
705;2018-10-19 08:15:00;2;3
706;2018-10-19 08:30:00;0;0
707;2018-10-19 08:45:00;0;0
708;2018-10-19 09:00:00;11;0
709;2018-10-19 09:15:00;15;0
710;2018-10-19 09:30:00;15;10
711;2018-10-19 09:45:00;9;15
712;2018-10-19 10:00:00;0;5
713;2018-10-19 10:15:00;0;0
714;2018-10-19 10:30:00;0;0
715;2018-10-19 10:45:00;0;2
716;2018-10-19 11:00:00;4;13
717;2018-10-19 11:15:00;0;15
718;2018-10-19 11:30:00;0;14
719;2018-10-19 11:45:00;0;12
720;2018-10-19 12:00:00;0;10
721;2018-10-19 12:15:00;0;15
722;2018-10-19 12:30:00;0;13
723;2018-10-19 12:45:00;0;7
724;2018-10-19 13:00:00;0;0
725;2018-10-19 13:15:00;0;0
726;2018-10-19 13:30:00;0;7
727;2018-10-19 13:45:00;0;15
728;2018-10-19 14:00:00;0;15
729;2018-10-19 14:15:00;0;15
730;2018-10-19 14:30:00;0;15
